"정본CSV행번호","감사정본행번호","업소명","소재지도로명주소","소재지지번주소","현재위도","현재경도","현재좌표검증상태","감사제안위도","감사제안경도","POI상호","POI도로명주소","POI지번주소","좌표출처","좌표출처URL","권장좌표검증상태","감사판정","검토결정","정본반영여부","검토메모"
"101","101","성심모텔","파주시 아동로 4-3 (금촌동)","경기도 파주시 금촌동 51-37","37.7637740874","126.7754869904","재확인 필요","37.7637942","126.7755209","성심모텔","경기 파주시 아동로 4-3","","네이버 지도","https://map.naver.com/p/search/%EC%84%B1%EC%8B%AC%EB%AA%A8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%8F%99%EB%A1%9C%204-3%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"448","448","소풍N","파주시 파주읍 우계로 24","경기도 파주시 파주읍 파주리 543-6","37.8293987346","126.81489712","재확인 필요","37.8294014","126.8148908","소풍N","경기 파주시 파주읍 우계로 24 1호","","네이버 지도","https://map.naver.com/p/search/%EC%86%8C%ED%92%8DN%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%9A%B0%EA%B3%84%EB%A1%9C%2024","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"249","249","솥뚜껑삼겹살","파주시 법원읍 사임당로 814","","37.8495184","126.8712524","확인 완료","37.8495126","126.8712376","솥뚜껑삼겹살","경기 파주시 법원읍 사임당로 814 1층","","네이버 지도","https://map.naver.com/p/search/%EC%86%A5%EB%9A%9C%EA%BB%91%EC%82%BC%EA%B2%B9%EC%82%B4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20814","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"392","392","승원장","파주시 적성면 칠중5길 8","경기도 파주시 적성면 구읍리 645-1","37.9549601271","126.9210793821","재확인 필요","37.9549898","126.921082","승원장","경기 파주시 적성면 칠중5길 8 승원장","","네이버 지도","https://map.naver.com/p/search/%EC%8A%B9%EC%9B%90%EC%9E%A5%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%B9%A0%EC%A4%915%EA%B8%B8%208","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"87","87","아레볼","파주시 소라지로 309-12 (송촌동)","경기도 파주시 송촌동 647-1","37.7495378368","126.6886448517","재확인 필요","37.7495069","126.6885382","아레볼","경기 파주시 소라지로 309-12","","네이버 지도","https://map.naver.com/p/search/%EC%95%84%EB%A0%88%EB%B3%BC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%86%8C%EB%9D%BC%EC%A7%80%EB%A1%9C%20309-12%20%28%EC%86%A1%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"218","218","아리비스트로","파주시 문산읍 당동1로 53-5","경기도 파주시 문산읍 당동리 168","37.8635969435","126.77348781","재확인 필요","37.8635951","126.7734846","아리 비스트로","경기 파주시 문산읍 당동1로 53-5 1층","","네이버 지도","https://map.naver.com/p/search/%EC%95%84%EB%A6%AC%EB%B9%84%EC%8A%A4%ED%8A%B8%EB%A1%9C%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%8B%B9%EB%8F%991%EB%A1%9C%2053-5","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"426","426","어화둥둥","파주시 탄현면 새오리로 113-46","경기도 파주시 탄현면 성동리 118","37.7963554983","126.6850985945","재확인 필요","37.7963497","126.6850636","어화둥둥","경기 파주시 탄현면 새오리로 113-46 1층","","네이버 지도","https://map.naver.com/p/search/%EC%96%B4%ED%99%94%EB%91%A5%EB%91%A5%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%EC%83%88%EC%98%A4%EB%A6%AC%EB%A1%9C%20113-46","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"79","79","엘리스오븐","파주시 광탄면 기산로 195 1,2층","경기도 파주시 광탄면 기산리 515-1","37.7753506896","126.9195940762","재확인 필요","","","","","","","https://map.naver.com/p/search/%EC%97%98%EB%A6%AC%EC%8A%A4%EC%98%A4%EB%B8%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EA%B8%B0%EC%82%B0%EB%A1%9C%20195%201%2C2%EC%B8%B5","미확인","보류","보류","아니오","2026-09-10 업소명 + 정본 주소로 네이버 지도에서 직접 특정 가능한 POI를 확인하지 못해 좌표 미반영 보류"
"107","107","여명 양평해장국","파주시 번영로 36 (금촌동)","경기도 파주시 금촌동 942-11","37.7578969172","126.7693290127","재확인 필요","37.7578625","126.7693217","여명양평해장국","경기 파주시 번영로 36","","네이버 지도","https://map.naver.com/p/search/%EC%97%AC%EB%AA%85%20%EC%96%91%ED%8F%89%ED%95%B4%EC%9E%A5%EA%B5%AD%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%88%EC%98%81%EB%A1%9C%2036%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"108","108","왔다삼겹살","파주시 원앙길 26 (금촌동)","경기도 파주시 금촌동 41-1","37.7650139221","126.7758279169","재확인 필요","37.765016","126.775773","왔다삼겹살","경기 파주시 원앙길 26 왔다삼겹살","","네이버 지도","https://map.naver.com/p/search/%EC%99%94%EB%8B%A4%EC%82%BC%EA%B2%B9%EC%82%B4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%9B%90%EC%95%99%EA%B8%B8%2026%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"253","253","왕가네","파주시 법원읍 법원로 20","경기도 파주시 법원읍 법원리 434-28","37.8481812797","126.8771263297","재확인 필요","37.8481326","126.8770898","왕가네","경기 파주시 법원읍 법원로 20","경기 파주시 법원읍 법원리 434-28","네이버 지도","https://map.naver.com/p/search/%EC%99%95%EA%B0%80%EB%84%A4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EB%B2%95%EC%9B%90%EB%A1%9C%2020","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"449","449","웅이네 의정부부대찌개","파주시 파주읍 파발로 9","경기도 파주시 파주읍 파주리 427-16","37.8326616617","126.8184479102","재확인 필요","37.8326923","126.8184735","웅이네의정부부대찌개","경기 파주시 파주읍 파발로 9","경기 파주시 파주읍 파주리 427-16","네이버 지도","https://map.naver.com/p/search/%EC%9B%85%EC%9D%B4%EB%84%A4%20%EC%9D%98%EC%A0%95%EB%B6%80%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%ED%8C%8C%EB%B0%9C%EB%A1%9C%209","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호의 공백 차이와 도로명 건물번호·지번 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"401","401","원조두지리매운탕 1호점","파주시 적성면 술이홀로2316번길 45","경기도 파주시 적성면 두지리 89-1","37.9639335609","126.8938518363","재확인 필요","37.9638911","126.8938702","원조두지리매운탕 1호점","경기 파주시 적성면 술이홀로2316번길 45 1층","경기 파주시 적성면 두지리 89-1","네이버 지도","https://map.naver.com/p/search/%EC%9B%90%EC%A1%B0%EB%91%90%EC%A7%80%EB%A6%AC%EB%A7%A4%EC%9A%B4%ED%83%95%201%ED%98%B8%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C2316%EB%B2%88%EA%B8%B8%2045","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 1층 상세 표기 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"98","98","이브 헤어샵","파주시 금정14길 35 (아동동)","경기도 파주시 아동동 334-4","37.7606061753","126.7765131641","재확인 필요","37.760552","126.7764398","이브헤어샵","경기 파주시 금정14길 35","경기 파주시 아동동 334-4","네이버 지도","https://map.naver.com/p/search/%EC%9D%B4%EB%B8%8C%20%ED%97%A4%EC%96%B4%EC%83%B5%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B8%88%EC%A0%9514%EA%B8%B8%2035%20%28%EC%95%84%EB%8F%99%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호의 공백 차이와 도로명 건물번호·지번 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"99","99","이정호 모델헤어","파주시 중앙로 318-1 (금촌동)","경기도 파주시 금촌동 44-21","37.7640668727","126.7748583907","재확인 필요","37.7640656","126.7748476","이정호모델헤어","경기 파주시 중앙로 318-1 이정호모델헤어","경기 파주시 금촌동 44-21","네이버 지도","https://map.naver.com/p/search/%EC%9D%B4%EC%A0%95%ED%98%B8%20%EB%AA%A8%EB%8D%B8%ED%97%A4%EC%96%B4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20318-1%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호의 공백 차이와 도로명 건물번호·지번 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"115","115","일품양평해장국 파주검산점","파주시 평화로 330 (검산동)","경기도 파주시 검산동 135-11","37.7727583399","126.7458659391","재확인 필요","37.7727534","126.745865","일품양평해장국 파주검산점","경기 파주시 평화로 330 일품양평해장국","경기 파주시 검산동 135-11","네이버 지도","https://map.naver.com/p/search/%EC%9D%BC%ED%92%88%EC%96%91%ED%8F%89%ED%95%B4%EC%9E%A5%EA%B5%AD%20%ED%8C%8C%EC%A3%BC%EA%B2%80%EC%82%B0%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%20330%20%28%EA%B2%80%EC%82%B0%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 지점명·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"403","403","임진강매운탕","파주시 적성면 술이홀로2316번길 39","경기도 파주시 적성면 두지리 88-3","37.9637479009","126.8939768251","재확인 필요","37.963687","126.893981","임진강매운탕","경기 파주시 적성면 술이홀로2316번길 39 임진강매운탕","경기 파주시 적성면 두지리 88-3","네이버 지도","https://map.naver.com/p/search/%EC%9E%84%EC%A7%84%EA%B0%95%EB%A7%A4%EC%9A%B4%ED%83%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C2316%EB%B2%88%EA%B8%B8%2039","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"457","457","임진강수라상","파주시 파평면 화석정로 101","경기도 파주시 파평면 율곡리 581","37.881984697","126.802213344","재확인 필요","37.8818314","126.8021964","임진강수라상","경기 파주시 파평면 화석정로 101 임진강수라상","경기 파주시 파평면 율곡리 581","네이버 지도","https://map.naver.com/p/search/%EC%9E%84%EC%A7%84%EA%B0%95%EC%88%98%EB%9D%BC%EC%83%81%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%ED%8F%89%EB%A9%B4%20%ED%99%94%EC%84%9D%EC%A0%95%EB%A1%9C%20101","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"222","222","장단가든","파주시 문산읍 임진나루길 133-12","경기도 파주시 문산읍 임진리 8-72","37.8861287125","126.7942377945","재확인 필요","37.8860779","126.7942769","장단가든","경기 파주시 문산읍 임진나루길 133-12","경기 파주시 문산읍 임진리 8-72","네이버 지도","https://map.naver.com/p/search/%EC%9E%A5%EB%8B%A8%EA%B0%80%EB%93%A0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EC%9E%84%EC%A7%84%EB%82%98%EB%A3%A8%EA%B8%B8%20133-12","확인 완료","확인 후보","최종 승인","예","2026-09-10 검색 결과 2건 중 정확한 상호의 네이버 지도 상세 POI를 열어 도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"405","405","장단콩퇴골두부","파주시 적성면 칠중3길 145","경기도 파주시 적성면 마지리 19-1","37.9499472864","126.9230753665","재확인 필요","37.9499473","126.9230753","장단콩 퇴골두부","경기 파주시 적성면 칠중3길 145","경기 파주시 적성면 마지리 19-1","네이버 지도","https://map.naver.com/p/search/%EC%9E%A5%EB%8B%A8%EC%BD%A9%ED%87%B4%EA%B3%A8%EB%91%90%EB%B6%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%B9%A0%EC%A4%913%EA%B8%B8%20145","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호의 공백 차이와 도로명 건물번호·지번 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"430","430","전라도갈치찜전문점","파주시 탄현면 매봉길 12","경기도 파주시 탄현면 성동리 52-1","37.7905068782","126.6863285433","재확인 필요","37.790469","126.686314","전라도갈치찜전문점","경기 파주시 탄현면 매봉길 12","경기 파주시 탄현면 성동리 52-1","네이버 지도","https://map.naver.com/p/search/%EC%A0%84%EB%9D%BC%EB%8F%84%EA%B0%88%EC%B9%98%EC%B0%9C%EC%A0%84%EB%AC%B8%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%EB%A7%A4%EB%B4%89%EA%B8%B8%2012","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"110","110","중국성","파주시 아동로 13 (금촌동)","경기도 파주시 금촌동 42-1","37.7647723105","126.7762213262","재확인 필요","37.7645913","126.7760468","중국성","경기 파주시 아동로 13","경기 파주시 금촌동 42-1","네이버 지도","https://map.naver.com/p/search/%EC%A4%91%EA%B5%AD%EC%84%B1%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%8F%99%EB%A1%9C%2013%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"451","451","짜장마을","파주시 파주읍 술이홀로 463","경기도 파주시 파주읍 연풍리 279-9","37.8291703482","126.838407754","재확인 필요","","","짜장마을","경기 파주시 파주읍 술이홀로 463","경기 파주시 파주읍 연풍리 279-9","네이버 지도","https://map.naver.com/p/search/%EC%A7%9C%EC%9E%A5%EB%8B%A8%EA%B0%80%EB%93%A0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C%20463","미확인","보류","보류","아니오","2026-09-10 2차 검증에서 출처 URL의 검색어가 짜장단가든으로 확인되어 짜장마을 상세 POI를 재확인할 수 없음; 좌표 미반영 보류"
"407","407","짱미엔","파주시 적성면 솥뒤로 14-1","경기도 파주시 적성면 마지리 45-12","37.9555808657","126.9177810156","재확인 필요","37.9555569","126.9177346","짱미엔","경기 파주시 적성면 솥뒤로 14-1 1층 짱미엔","경기 파주시 적성면 마지리 45-12","네이버 지도","https://map.naver.com/p/search/%EC%A7%B1%EB%AF%B8%EC%97%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%86%A5%EB%92%A4%EB%A1%9C%2014-1","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 1층 상세 표기 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"257","257","차향만당","파주시 법원읍 초리골길 70","경기도 파주시 법원읍 법원리 388-6","37.8500282517","126.8876088768","재확인 필요","37.850028","126.887553","차향만당","경기 파주시 법원읍 초리골길 70","경기 파주시 법원읍 법원리 388-6","네이버 지도","https://map.naver.com/p/search/%EC%B0%A8%ED%96%A5%EB%A7%8C%EB%8B%B9%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%B4%88%EB%A6%AC%EA%B3%A8%EA%B8%B8%2070","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"225","225","천하곱창","파주시 문산읍 문향로 81","경기도 파주시 문산읍 선유리 955-19","37.8590190233","126.7859517491","재확인 필요","37.8589876","126.7860765","천하곱창","경기 파주시 문산읍 문향로 81","경기 파주시 문산읍 선유리 955-19","네이버 지도","https://map.naver.com/p/search/%EC%B2%9C%ED%95%98%EA%B3%B1%EC%B0%BD%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2081","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"433","433","청송마루","파주시 탄현면 방촌로 1071","경기도 파주시 탄현면 낙하리 53-6","37.8262966706","126.7389362676","재확인 필요","37.8262891","126.7389552","청송마루","경기 파주시 탄현면 방촌로 1071 2동 1층 4, 5, 6호","경기 파주시 탄현면 낙하리 53-6","네이버 지도","https://map.naver.com/p/search/%EC%B2%AD%EC%86%A1%EB%A7%88%EB%A3%A8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%EB%B0%A9%EC%B4%8C%EB%A1%9C%201071","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 2동 1층 4·5·6호 상세 표기 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"263","263","초리골 제빵소","파주시 법원읍 초리골길 77","경기도 파주시 법원읍 법원리 389-1","37.8506294681","126.8878095314","재확인 필요","37.8506337","126.8878165","초리골제빵소","경기 파주시 법원읍 초리골길 77","경기 파주시 법원읍 법원리 389-1","네이버 지도","https://map.naver.com/p/search/%EC%B4%88%EB%A6%AC%EA%B3%A8%20%EC%A0%9C%EB%B9%B5%EC%86%8C%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%B4%88%EB%A6%AC%EA%B3%A8%EA%B8%B8%2077","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호의 공백 차이와 도로명 건물번호·지번 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"258","258","초리연","파주시 법원읍 초리골길 357-18","경기도 파주시 법원읍 법원리 112-1","37.8606692416","126.8959801437","재확인 필요","37.8606659","126.8959901","초리연","경기 파주시 법원읍 초리골길 357-18 초리연","경기 파주시 법원읍 법원리 112-1","네이버 지도","https://map.naver.com/p/search/%EC%B4%88%EB%A6%AC%EC%97%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%B4%88%EB%A6%AC%EA%B3%A8%EA%B8%B8%20357-18","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"435","435","최고야짬뽕","파주시 탄현면 필승로 490","경기도 파주시 탄현면 성동리 663-5","37.7839991279","126.6891369619","재확인 필요","37.7840337","126.6891244","최고야짬뽕","경기 파주시 탄현면 필승로 490 1층","경기 파주시 탄현면 성동리 663-5","네이버 지도","https://map.naver.com/p/search/%EC%B5%9C%EA%B3%A0%EC%95%BC%EC%A7%AC%EB%BD%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%ED%95%84%EC%8A%B9%EB%A1%9C%20490","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 1층 상세 표기 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"227","227","커피베이스","파주시 문산읍 독산로 48","경기도 파주시 문산읍 문산리 63-3","37.8581274952","126.7841539045","재확인 필요","37.858155","126.7841437","커피베이스","경기 파주시 문산읍 독산로 48 1층","경기 파주시 문산읍 문산리 63-3","네이버 지도","https://map.naver.com/p/search/%EC%BB%A4%ED%94%BC%EB%B2%A0%EC%9D%B4%EC%8A%A4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%8F%85%EC%82%B0%EB%A1%9C%2048","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 1층 상세 표기 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"102","102","테마모텔","파주시 중앙로 272 (금촌동)","경기도 파주시 금촌동 768-14","37.7603522554","126.777593734","재확인 필요","37.7603294","126.7775281","테마 모텔","경기 파주시 중앙로 272","경기 파주시 금촌동 768-14","네이버 지도","https://map.naver.com/p/search/%ED%85%8C%EB%A7%88%EB%AA%A8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20272%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호의 공백 차이와 도로명 건물번호·지번 및 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"260","260","통일식당","파주시 법원읍 사임당로 842","경기도 파주시 법원읍 대능리 84-51","37.8489182306","126.8742828936","재확인 필요","37.848976","126.8743186","통일식당","경기 파주시 법원읍 사임당로 842","경기 파주시 법원읍 대능리 84-51","네이버 지도","https://map.naver.com/p/search/%ED%86%B5%EC%9D%BC%EC%8B%9D%EB%8B%B9%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20842","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호·지번과 좌표를 확인함; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
